Index1,Index2,User1,User2,Tweet1,Tweet2
3169,30253,CataVelascoK,cesarealdana, rechazocrece rechazoelmamarracho, rechazoelmamarracho rechazocrece
3171,31714,BSeagleChile,RonaldKiller005, convencionculia convencionalescsm , rmontero_ convencionculia convencionalescsm convencioncl
3171,35846,BSeagleChile,FidelPopper, convencionculia convencionalescsm , convencionculia convencionalescsm
3206,20600,bybleanstartup,fcomoya, baradit rechazodesalida2022, baradit rechazo
3206,30232,bybleanstartup,VfgrSHTXhP2t1uX, baradit rechazodesalida2022, baradit rechazodesalida 
3209,41293,abecker_c,fcofra1, baradit estas enfermo ,baradit est enfermo 
3272,3276,Cristobal_Vaca,BrainXimena, meqchile muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 que bkn , meqchile muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 bravo
3273,3275,Mile_Lawrence,oscarro79128904, meqchile muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 rechazodesalida2022 rechazoelmamarracho, meqchile muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 jajajajaja son un asco rechazoelmamarracho
3273,3287,Mile_Lawrence,PatriotaSiemore, meqchile muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 rechazodesalida2022 rechazoelmamarracho, meqchile convencioncl muni_stgo iracihassler bsepulvedahales alondracvidal bastianlabbed20 rechazodesalida2022
3312,3941,LoretoAlliende,barryalva, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric democracia 
3312,3979,LoretoAlliende,raptor_rene, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric rechazo
3312,3981,LoretoAlliende,stay_naive, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric 2 3 
3312,3983,LoretoAlliende,wuanglen8, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric 
3312,3984,LoretoAlliende,MGXse, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3312,3955,LoretoAlliende,gustavo_an2015, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric as es la democracia 
3312,3995,LoretoAlliende,moviendodedos, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3312,3996,LoretoAlliende,gato_zenn, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3312,3998,LoretoAlliende,cnoguerao, jaran_13 hernanlarrain jaime_bassa gabrielboric yo rechazo , hernanlarrain jaime_bassa gabrielboric nanay 
3348,14946,EnojadoChileno,pedroicontreras, tarudceci fridasikahlo rechazodesalida, fridasikahlo rechazodesalida
3381,24816,leonardoastroza,eltarrini, bdelamaza mutilaciones , bdelamaza ja ja ja ja ja ja ja
3381,24693,leonardoastroza,PatricioVsVo, bdelamaza mutilaciones , bdelamaza 
3472,12100,fcoperez123,SraBetsy, grisly2010 lufernavi brebolledod17 jaime_bassa labeasanchez y la leiste , grisly2010 lufernavi brebolledod17 jaime_bassa labeasanchez yo tambien
3516,3520,kimelisha59,DrWasili, kikemujica mdaza_abogado cul amenaza , kikemujica mdaza_abogado amenaza 
3517,3520,pattysire,DrWasili, kikemujica mdaza_abogado , kikemujica mdaza_abogado amenaza 
3564,30554,ormazabal54,AJequier, jaime_bassa miente miente miente que siempre algo queda, jaime_bassa miente miente que algo queda
3576,10412,rodrigo_elsilva,buga38, jaime_bassa payaso, jaime_bassa payaso 
3578,4870,jsanhuezav,karinwinder, jaime_bassa mentiroso, jaime_bassa mentira
3578,10448,jsanhuezav,chinoani, jaime_bassa mentiroso, jaime_bassa mentiroso ql
3578,44053,jsanhuezav,heteropichulero, jaime_bassa mentiroso, jaime_bassa mentiroso culiao
3578,11451,jsanhuezav,Pichu350, jaime_bassa mentiroso, jaime_bassa mentiroso ooo 
3578,27644,jsanhuezav,jorgeluismuozD4, jaime_bassa mentiroso, jaime_bassa mentiroso culiao 
3602,30220,juan_andres_sup,castorgalx, jaime_bassa rechazo el mamarracho, jaime_bassa rechazo el circo 
3611,29932,Tasmania_Devil2,cmhr02, jaime_bassa wn chanta, jaime_bassa wn chanta 
3612,4902,2021_spa,locograve, jaime_bassa cllate ctm hdp, jaime_bassa callate ctm 
3617,7626,lascano_pepe,ramonwladimirm1, jaime_bassa next , jaime_bassa nooooo
3623,31816,RUBEN_ANTIYAL,RonaldKiller005, jaime_bassa convencionalescsm convenciontramposa covencionculia, jaime_bassa convencionculia convencionalescsm pluriimbecil
3649,4004,Ilusa75462903,JotaPe_TG, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3649,3972,Ilusa75462903,rpatodiazl, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3649,3941,Ilusa75462903,barryalva, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric democracia 
3649,3942,Ilusa75462903,barryalva, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric esa es la idea 
3649,3945,Ilusa75462903,iReyes_87, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric salud 
3649,3979,Ilusa75462903,raptor_rene, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric rechazo
3649,3983,Ilusa75462903,wuanglen8, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric 
3649,3955,Ilusa75462903,gustavo_an2015, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric as es la democracia 
3649,3988,Ilusa75462903,ark_n0, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3649,3957,Ilusa75462903,Cristin89429044, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio 
3649,3996,Ilusa75462903,gato_zenn, seba_nietox hernanlarrain jldebeaumont jaime_bassa gabrielboric jajajaja jajajaja jajajaja jajajaja jajajaja, hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3672,3685,johnjohnycc,el_zorem, berfontaine mentiroso , berfontaine deja de mentir
3672,7640,johnjohnycc,patoflaco46, berfontaine mentiroso , berfontaine mentira 
3672,17832,johnjohnycc,MsNaxon, berfontaine mentiroso , berfontaine mentiroso ctm 
3672,10505,johnjohnycc,elpiyama, berfontaine mentiroso , berfontaine mentiroso
3672,35607,johnjohnycc,marcediazs, berfontaine mentiroso , berfontaine mentirosoooo
3672,3673,johnjohnycc,luchotdm, berfontaine mentiroso , berfontaine mentiroso qlo
3672,35928,johnjohnycc,aalfonsog, berfontaine mentiroso ,asi de claro mentiroso berfontaine
3672,20765,johnjohnycc,jaimear90640655, berfontaine mentiroso , berfontaine deja de mentir 
3673,18213,luchotdm,Francis59320797, berfontaine mentiroso qlo, berfontaine mentiroso qlo 
3673,10505,luchotdm,elpiyama, berfontaine mentiroso qlo, berfontaine mentiroso
3673,35607,luchotdm,marcediazs, berfontaine mentiroso qlo, berfontaine mentirosoooo
3673,35928,luchotdm,aalfonsog, berfontaine mentiroso qlo,asi de claro mentiroso berfontaine
3680,7798,conylenz,OPtimusPrime608, berfontaine muchas gracias bernardo , berfontaine gracias bernardo 
3680,35678,conylenz,domingocd, berfontaine muchas gracias bernardo , berfontaine gracias bernardo
3684,11428,FranOrmazabal,Academica2021, berfontaine excelente , berfontaine excelente
3684,20364,FranOrmazabal,Francis28192809, berfontaine excelente ,excelente fontaine rt 
3684,3696,FranOrmazabal,ahermosilla, berfontaine excelente , berfontaine excelente servicio 
3684,11417,FranOrmazabal,alejandraspor, berfontaine excelente , berfontaine excelenteee
3685,7845,el_zorem,As36456777, berfontaine deja de mentir, berfontaine deja de mentir chanta
3685,10505,el_zorem,elpiyama, berfontaine deja de mentir, berfontaine mentiroso
3685,18027,el_zorem,botosito, berfontaine deja de mentir, berfontaine chantaine deja de mentir 
3685,35661,el_zorem,pablolabarcac, berfontaine deja de mentir, berfontaine para de mentir 
3685,35986,el_zorem,FariasNano, berfontaine deja de mentir, berfontaine bernardo deja de mentir 
3685,7640,el_zorem,patoflaco46, berfontaine deja de mentir, berfontaine mentira 
3685,36569,el_zorem,RominaSalomon13, berfontaine deja de mentir, berfontaine dmatamala latercera deja de mentir
3685,20765,el_zorem,jaimear90640655, berfontaine deja de mentir, berfontaine deja de mentir 
3686,11521,GMandiolaC,R_claros, berfontaine maravilloso , berfontaine lo encuentro maravilloso 
3686,11419,GMandiolaC,nachatobar, berfontaine maravilloso , berfontaine maravilloso
3686,11446,GMandiolaC,nicodobson, berfontaine maravilloso , berfontaine qu maravilloso
3693,11460,gerarrrd___,djpicon1, berfontaine excelente noticia saco de weas, berfontaine excelente noticia 
3693,11454,gerarrrd___,Cristophermery, berfontaine excelente noticia saco de weas, berfontaine excelente noticia
3738,7602,Worges,RepFederalChile,cc gdominguez_, gdominguez_
3742,10562,MarceloMoralesV,IdeNatacha, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales rechazo
3742,28229,MarceloMoralesV,elmosquitocl, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales rechazo 
3742,43149,MarceloMoralesV,Antonela3711, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales puros amigos y parientes 
3742,43023,MarceloMoralesV,maurocoquimbo, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales bueno gaspar 
3742,10544,MarceloMoralesV,rodrigopachecor, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales 
3742,10553,MarceloMoralesV,MarinkaRiveros, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales rechazo rechazo
3742,10555,MarceloMoralesV,Remero90871205, gdominguez_ convencioncl cual agua , gdominguez_ convencioncl noneutrales demente
3777,12015,josealexAPRUEBO,seronosers, 44_margarita brebolledod17 jaime_bassa labeasanchez sorry, imagentofchaos brebolledod17 jaime_bassa labeasanchez 
3797,18149,AquilesHope,Danko_Schuler, marynegrita3 gabrielboric carreragonzalo tere_marinovic mentir serial, carreragonzalo tere_marinovic 
3797,18743,AquilesHope,las3rdelrock, marynegrita3 gabrielboric carreragonzalo tere_marinovic mentir serial, carreragonzalo tere_marinovic no se te quita
3797,37054,AquilesHope,kandriu_music, marynegrita3 gabrielboric carreragonzalo tere_marinovic mentir serial, carreragonzalo tere_marinovic marinovic primer anal 
3868,11856,Leila_Nash,AguayoTonto, agripinadulce elisaloncon aww, agripinadulce elisaloncon qu asco allende weon cobarde
3868,11486,Leila_Nash,EsteOtro22, agripinadulce elisaloncon aww, agripinadulce elisaloncon aweon
3897,3915,Hansel_247,pocoserio1960, brebolledod17 jaime_bassa labeasanchez pattica, brebolledod17 jaime_bassa labeasanchez que hace brebolledod17 
3897,11937,Hansel_247,Coquita85, brebolledod17 jaime_bassa labeasanchez pattica, brebolledod17 jaime_bassa labeasanchez barbara eres pattica 
3899,12179,Claudia19943952,rodrigoalonsoh_, brebolledod17 jaime_bassa labeasanchez democracia se llama eso, brebolledod17 jaime_bassa labeasanchez que horrible es la democracia cierto 
3899,12132,Claudia19943952,robertocrg76, brebolledod17 jaime_bassa labeasanchez democracia se llama eso, brebolledod17 jaime_bassa labeasanchez eso se llama democracia bienvenida
3901,4549,MauricioCataln4,FlorMar91839709, brebolledod17 jaime_bassa labeasanchez me parece excelente , cincuenton_2021 brebolledod17 jaime_bassa labeasanchez excelente respuesta 
3921,15160,DorisDi050664,enrique06161216, calderonbassi tere_marinovic, calderonbassi tere_marinovic rechazooooo
3936,4003,burbruja,Francis83668777, hernanlarrain jaime_bassa gabrielboric excelente servicio , hernanlarrain jaime_bassa gabrielboric excelente 
3941,3972,barryalva,rpatodiazl, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3941,4004,barryalva,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3941,3945,barryalva,iReyes_87, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric salud 
3941,3979,barryalva,raptor_rene, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric rechazo
3941,3981,barryalva,stay_naive, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric 2 3 
3941,3983,barryalva,wuanglen8, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric 
3941,3984,barryalva,MGXse, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3941,3955,barryalva,gustavo_an2015, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric as es la democracia 
3941,3988,barryalva,ark_n0, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3941,3957,barryalva,Cristin89429044, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric 20 no es un tercio 
3941,3995,barryalva,moviendodedos, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3941,3996,barryalva,gato_zenn, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3941,3998,barryalva,cnoguerao, hernanlarrain jaime_bassa gabrielboric democracia , hernanlarrain jaime_bassa gabrielboric nanay 
3942,4004,barryalva,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3942,3972,barryalva,rpatodiazl, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3942,3945,barryalva,iReyes_87, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric salud 
3942,3979,barryalva,raptor_rene, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric rechazo
3942,3983,barryalva,wuanglen8, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric 
3942,3955,barryalva,gustavo_an2015, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric as es la democracia 
3942,3988,barryalva,ark_n0, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3942,3957,barryalva,Cristin89429044, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric 20 no es un tercio 
3942,3996,barryalva,gato_zenn, hernanlarrain jaime_bassa gabrielboric esa es la idea , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3945,3972,iReyes_87,rpatodiazl, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3945,4004,iReyes_87,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3945,3979,iReyes_87,raptor_rene, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric rechazo
3945,3981,iReyes_87,stay_naive, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric 2 3 
3945,3983,iReyes_87,wuanglen8, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric 
3945,3955,iReyes_87,gustavo_an2015, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric as es la democracia 
3945,3988,iReyes_87,ark_n0, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3945,3957,iReyes_87,Cristin89429044, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric 20 no es un tercio 
3945,3996,iReyes_87,gato_zenn, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3945,3998,iReyes_87,cnoguerao, hernanlarrain jaime_bassa gabrielboric salud , hernanlarrain jaime_bassa gabrielboric nanay 
3955,3972,gustavo_an2015,rpatodiazl, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3955,4004,gustavo_an2015,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3955,3979,gustavo_an2015,raptor_rene, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric rechazo
3955,3981,gustavo_an2015,stay_naive, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric 2 3 
3955,16430,gustavo_an2015,Martmadv, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric y bueno as es la democracia te la presento 
3955,3983,gustavo_an2015,wuanglen8, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric 
3955,3984,gustavo_an2015,MGXse, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3955,3988,gustavo_an2015,ark_n0, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3955,3957,gustavo_an2015,Cristin89429044, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric 20 no es un tercio 
3955,3995,gustavo_an2015,moviendodedos, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3955,3996,gustavo_an2015,gato_zenn, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3955,3998,gustavo_an2015,cnoguerao, hernanlarrain jaime_bassa gabrielboric as es la democracia , hernanlarrain jaime_bassa gabrielboric nanay 
3957,3972,Cristin89429044,rpatodiazl, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan 
3957,4004,Cristin89429044,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3957,3979,Cristin89429044,raptor_rene, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric rechazo
3957,3983,Cristin89429044,wuanglen8, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric 
3957,3988,Cristin89429044,ark_n0, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3957,3996,Cristin89429044,gato_zenn, hernanlarrain jaime_bassa gabrielboric 20 no es un tercio , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3960,3970,TCaniulao,roblato, hernanlarrain jaime_bassa gabrielboric pero que han propuesto decentemente , hernanlarrain jaime_bassa gabrielboric pero que artculos han propuesto 
3967,3974,VictorFlen2,SebastianRodo17, hernanlarrain jaime_bassa gabrielboric porque son minora y presentan puras hueas , hernanlarrain jaime_bassa gabrielboric presenten weas decentes entonces po 
3972,4004,rpatodiazl,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3972,3979,rpatodiazl,raptor_rene, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan , hernanlarrain jaime_bassa gabrielboric rechazo
3972,3983,rpatodiazl,wuanglen8, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan , hernanlarrain jaime_bassa gabrielboric 
3972,3988,rpatodiazl,ark_n0, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3972,3996,rpatodiazl,gato_zenn, hernanlarrain jaime_bassa gabrielboric pero si ustedes de son unos pinochetistas que esperan , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3979,4004,raptor_rene,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3979,3981,raptor_rene,stay_naive, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric 2 3 
3979,3983,raptor_rene,wuanglen8, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric 
3979,3984,raptor_rene,MGXse, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3979,3988,raptor_rene,ark_n0, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3979,3995,raptor_rene,moviendodedos, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3979,3996,raptor_rene,gato_zenn, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3979,3998,raptor_rene,cnoguerao, hernanlarrain jaime_bassa gabrielboric rechazo, hernanlarrain jaime_bassa gabrielboric nanay 
3981,4003,stay_naive,Francis83668777, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric excelente 
3981,4005,stay_naive,Piri_Iriarte, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric citatbot
3981,3983,stay_naive,wuanglen8, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric 
3981,3984,stay_naive,MGXse, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3981,3995,stay_naive,moviendodedos, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3981,3996,stay_naive,gato_zenn, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3981,3998,stay_naive,cnoguerao, hernanlarrain jaime_bassa gabrielboric 2 3 , hernanlarrain jaime_bassa gabrielboric nanay 
3983,3984,wuanglen8,MGXse, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric rechazodesalida2022
3983,3988,wuanglen8,ark_n0, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo 
3983,3995,wuanglen8,moviendodedos, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3983,3996,wuanglen8,gato_zenn, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3983,3998,wuanglen8,cnoguerao, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric nanay 
3983,4003,wuanglen8,Francis83668777, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric excelente 
3983,4004,wuanglen8,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3983,4005,wuanglen8,Piri_Iriarte, hernanlarrain jaime_bassa gabrielboric , hernanlarrain jaime_bassa gabrielboric citatbot
3984,3995,MGXse,moviendodedos, hernanlarrain jaime_bassa gabrielboric rechazodesalida2022, hernanlarrain jaime_bassa gabrielboric no que as es la democracia 
3984,3996,MGXse,gato_zenn, hernanlarrain jaime_bassa gabrielboric rechazodesalida2022, hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3984,3998,MGXse,cnoguerao, hernanlarrain jaime_bassa gabrielboric rechazodesalida2022, hernanlarrain jaime_bassa gabrielboric nanay 
3988,4004,ark_n0,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3988,3996,ark_n0,gato_zenn, hernanlarrain jaime_bassa gabrielboric jajajaja entonces apruebo , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3995,3996,moviendodedos,gato_zenn, hernanlarrain jaime_bassa gabrielboric no que as es la democracia , hernanlarrain jaime_bassa gabrielboric partisana tu cc 
3995,3998,moviendodedos,cnoguerao, hernanlarrain jaime_bassa gabrielboric no que as es la democracia , hernanlarrain jaime_bassa gabrielboric nanay 
3996,4004,gato_zenn,JotaPe_TG, hernanlarrain jaime_bassa gabrielboric partisana tu cc , hernanlarrain jaime_bassa gabrielboric obvio si proponen puras weas po 
3996,4005,gato_zenn,Piri_Iriarte, hernanlarrain jaime_bassa gabrielboric partisana tu cc , hernanlarrain jaime_bassa gabrielboric citatbot
3996,3998,gato_zenn,cnoguerao, hernanlarrain jaime_bassa gabrielboric partisana tu cc , hernanlarrain jaime_bassa gabrielboric nanay 
3997,12493,sokio,CUriBern, hernanlarrain jaime_bassa gabrielboric pero weon si ustedes no querian nada de esto, hernanlarrain jaime_bassa gabrielboric es que uds proponen pura mierda po nano qu ms queri 
4003,11879,Francis83668777,alefufa72, hernanlarrain jaime_bassa gabrielboric excelente , hernanlarrain jaime_bassa gabrielboric dime que se siente
4184,6279,ANTONEL36607816,CFAnesthesia_MD, mdaza_abogado rechazo, mdaza_abogado rechazo 
4235,6354,jpkramer63,aurinegromna, mdaza_abogado latercera idiota, mdaza_abogado latercera tpico dc
4318,44229,PatrikAstudillo,Maricel90649193, cattygonzalez5 mdaza_abogado rechazoelmamarracho, mdaza_abogado rechazoelmamarrachocomunista
4324,15037,pedroicontreras,Grojasmariange1, harryjurgensen rechazodesalida, harryjurgensen rechazodesalida2022
4400,45184,Franrechazo,ipardom, fernando_atria que hdp, fernando_atria jaime atria fernando guzmn
4400,6442,Franrechazo,Elsinor66, fernando_atria que hdp, fernando_atria que personaje nefasto 
4400,7608,Franrechazo,LaPatriaTwitera, fernando_atria que hdp, fernando_atria
4400,30139,Franrechazo,GerardoZapataG1, fernando_atria que hdp, fernando_atria no te pasi pelao
4400,45756,Franrechazo,javierrecabarr5, fernando_atria que hdp, fernando_atria maximo
